name,url,price_rate,price_rate_type,total_price,room_and_property_type,min_nights,max_nights,latitude,longitude,monthly_price_factor,weekly_price_factor,room_type,person_capacity,summary,amenities,review_count,review_score,rating_accuracy,rating_checkin,rating_cleanliness,rating_communication,rating_location,rating_value,star_rating,satisfaction_guest,description,neighborhood_overview,notes,additional_house_rules,interaction,access,transit,response_rate,response_time
"Helsinki downtown Pasila ap for 4+1 child, parking",https://www.airbnb.com/rooms/31973556,153.0,nightly,153.0,Entire apartment,"Helsinki, Finland",1,,60.2002,24.9404,0.75,0.9,entire_home,5,"This renovated apartment has a fantastic location 5 mins walk from Pasila train station, close to the exhibition center Messukeskus and Hartwall Areena. It takes 20 minutes to get to Helsinki railways station by train or tram 7. This quality designer flat is fully equipped. There is a kitchen with a dishwasher, oven and stove, microwave, kettle, coffee machine, toaster, plates, cutlery and pots & pans. The dining/living area has a comfortable sofabed, flat screen TV, table and chairs.","Free parking on premises,Elevator,Wifi,Kitchen,Hair dryer,Iron,Shampoo,TV,Washer,Hangers,Heating,Essentials,Laptop-friendly workspace,Hot water,Children’s books and toys,Pack ’n Play/travel crib,Room-darkening shades,Coffee maker,Cooking basics,Dishes and silverware,Dishwasher,Microwave,Refrigerator,Oven,Stove,Lockbox,Long term stays allowed,Carbon monoxide alarm,Smoke alarm",16,93,10,10,10,10,10,9,4.5,93,"This renovated apartment has a fantastic location 5 mins walk from Pasila train station, close to the exhibition center Messukeskus and Hartwall Areena. It takes 20 minutes to get to Helsinki railways station by train or tram 7. This quality designer flat is fully equipped. There is a kitchen with a dishwasher, oven and stove, microwave, kettle, coffee machine, toaster, plates, cutlery and pots & pans. The dining/living area has a comfortable sofabed, flat screen TV, table and chairs.

There is a washing machine in the bathroom. 
Distances:
City center 3 km
Linja-autoasemalle 3 km
Helsinki main railway station 300 m
Metro station 2 km
Airport 15 km
Ferry terminal  4 km

Guests have access to the whole flat.

I am happy to answer any questions or help in any way I can.

Pasila is developing area with the Mall of Tripla being built in 2019. It will become the largest shopping mall in Finland ! Nearest supermarkets K-Market and LIDL are 400 meters away. Private secure parking lot in the garage with video surveillance is a big advantage for guests travelling by car.",Pasila is developing area with the Mall of Tripla being built in 2019. It will become the largest shopping mall in Finland ! Nearest supermarkets K-Market and LIDL are 400 meters away. Private secure parking lot in the garage with video surveillance is a big advantage for guests travelling by car.,,"- No noise 22.00 - 07.00, no outdoor shoes in the flat please.",I am happy to answer any questions or help in any way I can.,Guests have access to the whole flat.,,,,
"LUXURY 3 BEDROOM, SAUNA, BALCONY",https://www.airbnb.com/rooms/18682338,106.0,nightly,106.0,Entire apartment,"Helsinki, Finland",1,,60.16143,24.92022,0.0,0.0,entire_home,10,"New apartment, new furniture.
For 1 night bookings please send message first.","Free parking on premises,Elevator,Wifi,Kitchen,Hair dryer,Iron,Shampoo,TV,Washer,Hangers,Heating,Essentials,Laptop-friendly workspace,Hot water,Children’s books and toys,Crib,High chair,Pack ’n Play/travel crib,Free street parking,Coffee maker,Cooking basics,Dishes and silverware,Dishwasher,Microwave,Refrigerator,Oven,Stove,Luggage dropoff allowed,Long term stays allowed,Patio or balcony,Carbon monoxide alarm,Smoke alarm",200,96,10,10,10,10,10,9,5.0,96,"New apartment, new furniture.
For 1 night bookings please send message first.",,,"- Silence between 22-08.
- No shoes inside.
- No smoking.",,,,,,
*Basement Studio * Mukavampi kuin hotelli.,https://www.airbnb.com/rooms/41527581,65.0,nightly,65.0,Entire apartment,"Järvenpää, Uusimaa, Finland",1,,60.48768,25.07823,0.65,0.78133,entire_home,2,"Tervetuloa majoittumaan kodikkaaseen ja rauhalliseen yksiöömme, joka sijaitsee omakotitalomme yhteydessä kuitenkin täysin erillisessä kerroksessa. Asuntoon on oma sisäänkäynti alapihamme kautta, josta löydät myös parkkipaikan ajoneuvollesi.  Studio on v.2020 remontoitu , samassa yhteydessä hankittu myös uudet kalusteet. Helsinki-Vantaan lentokentälle ajaa noin 30 minuuttia. Samassa ajassa pääset myös junalla Helsingin keskustaan.

Lakanat, pyyhkeet, kahvi, tee, sokeri ja maito  sisältyy hintaan.","Free parking on premises,Kitchen,Hair dryer,Iron,Shampoo,TV,Hangers,Heating,Essentials,Laptop-friendly workspace,Hot water,High chair,Room-darkening shades,Single level home,Coffee maker,Cooking basics,Dishes and silverware,Microwave,Refrigerator,Oven,Stove,Private entrance,Luggage dropoff allowed,Long term stays allowed,Bed linens,Extra pillows and blankets,Smoke alarm",1,100,10,10,10,10,10,10,,100,"Tervetuloa majoittumaan kodikkaaseen ja rauhalliseen yksiöömme, joka sijaitsee omakotitalomme yhteydessä kuitenkin täysin erillisessä kerroksessa. Asuntoon on oma sisäänkäynti alapihamme kautta, josta löydät myös parkkipaikan ajoneuvollesi.  Studio on v.2020 remontoitu , samassa yhteydessä hankittu myös uudet kalusteet. Helsinki-Vantaan lentokentälle ajaa noin 30 minuuttia. Samassa ajassa pääset myös junalla Helsingin keskustaan.

Lakanat, pyyhkeet, kahvi, tee, sokeri ja maito  sisältyy hintaan.

Asunnossa majoittuu mukavasti 2 aikuista. Lisämaksusta on mahdollista saada myös 2 vierassänkyä  1= 15€ (paksut ilmapatjat) ja lasten  syöttötuoli. Ilmapatjat täyttyvät itsestään muutamassa minuutissa eli jos tarvitsette päivisin lisää tilaa, on ne helppo tyhjentää ja täyttää uudestaan.

Keittiö on hyvin varusteltu, joten myös ruoanlaitto onnistuu. 
-	pieni jääkaappi
-	hella
-	pieni pöytäuuni
-	mikro
-	kahvinkeitin
-	Dolce gusto kapselikahvinkeitin
-	vedenkeitin
-	astioita
-	perusmausteet ja öljyt
-	ruoanlaittovälineet
-	kattila ja paistinpannu

Keittiön kaapista löydät myös silitysraudan ja -laudan.

Asunnossa on uusi ja laadukas 160 cm leveä jenkkisänky ja ylellisen pehmeät tyynyt ja peitot sekä tv- ja radio.

Sisäänkirjautuminen on joustava ja omatoiminen, joten voitte vapaasti saapua ja liikkua miten teille parhaiten sopii .
Pyrimme ottamaan teidät vastaan henkilökohtaisesti, sekä opastamaan kaikessa asuntoon liittyvässä.

Pihalla on ilmainen  paikoitus, jossa lämpötolppa ajastimella.

Pääset paikalle myös kätevästi esimerkiksi junalla sillä sekä Järvenpään että Saunakallion juna-asemalta on meille alle kilometrin matka.
Lähistöllä myös loistavat liikuntamahdollisuudet sillä esimerkiksi uimahalli, kuntoportaat, Forever- kuntokeskus ja maastopyöräilyreitit löytyvät kaikki alle kilometrin säteellä.Helsinki-Vantaan lentokentälle ajaa noin 30 minuuttia. Samassa ajassa pääset myös junalla Helsingin keskustaan.
Lähikauppaan on etäisyyttä noin 500 metriä.",,,,"Sisäänkirjautuminen on joustava ja omatoiminen, joten voitte vapaasti saapua ja liikkua miten teille parhaiten sopii .
Pyrimme ottamaan teidät vastaan henkilökohtaisesti, sekä opastamaan kaikessa asuntoon liittyvässä.

Pihalla on ilmainen  paikoitus, jossa lämpötolppa ajastimella.",,"Pääset paikalle myös kätevästi esimerkiksi junalla sillä sekä Järvenpään että Saunakallion juna-asemalta on meille alle kilometrin matka.
Lähistöllä myös loistavat liikuntamahdollisuudet sillä esimerkiksi uimahalli, kuntoportaat, Forever- kuntokeskus ja maastopyöräilyreitit löytyvät kaikki alle kilometrin säteellä.Helsinki-Vantaan lentokentälle ajaa noin 30 minuuttia. Samassa ajassa pääset myös junalla Helsingin keskustaan.
Lähikauppaan on etäisyyttä noin 500 metriä.",,,
Authentic neighborhood near bustling city center,https://www.airbnb.com/rooms/35106534,71.0,nightly,71.0,Entire apartment,"Helsinki, Finland",1,,60.2136,24.90008,1.0,1.0,entire_home,2,"The apartment has been renovated in spring 2019 with a completely new kitchen and 1.5 bathrooms. The kitchen should meet the demands of a good home cook. Basic amenities are always available, we will try to meet extra requests. Netflix is for free. The apartment is best suited for two adults but there is a couch in the living room that is spacious and comfortable enough for sleeping as well. House-trained pets are welcome. There is a balcony where smoking is allowed.","Free parking on premises,Wifi,Kitchen,Iron,Shampoo,TV,Washer,Hangers,Heating,Essentials,Laptop-friendly workspace,Hot water,Free street parking,Coffee maker,Cooking basics,Dishes and silverware,Dishwasher,Microwave,Refrigerator,Oven,Stove,Patio or balcony,Garden or backyard,Fire extinguisher,Smoke alarm,First aid kit",45,98,10,10,10,10,10,10,5.0,98,"The apartment has been renovated in spring 2019 with a completely new kitchen and 1.5 bathrooms. The kitchen should meet the demands of a good home cook. Basic amenities are always available, we will try to meet extra requests. Netflix is for free. The apartment is best suited for two adults but there is a couch in the living room that is spacious and comfortable enough for sleeping as well. House-trained pets are welcome. There is a balcony where smoking is allowed.

Transportation
The best way to get over from the airport to the apartment is by I train. It is a 10-15 minute walk from the closest railway station Huopalahti to the apartment.
You can always use the taxi but it is a bit tricky since you have to agree on the price beforehand – they can charge you up to 100 euro if you do not do so. It is also hard to compare the different companies, since some charge by time, some by kilometer, some by time of day… If you decide to use the taxi, I would recommend Taksi Helsinki since they are the most reliable one. You can either agree on the price beforehand (via their app) or travel by meter. Either is fine. If you use Taksi Helsinki it should cost approximately 40 euros from the airport to the apartment.

I am available by phone and email during your stay, and in case of emergency also in person.

The neighborhood is peaceful and quiets down early in the evening. During summer time, you can sit in the yard or have a picnic on the small hill behind the yard. There are also a lot of parks in the area. The houses are built detached, which gives a lot of airiness and light, so it is a nice place for walks or running.

It is just a 10 min train ride or a 15 min bus or tram ride to the center of the city (10 min walk to tram stop, bus stop across the street) and to the airport by train 30 min + 10 min walk to station.","The neighborhood is peaceful and quiets down early in the evening. During summer time, you can sit in the yard or have a picnic on the small hill behind the yard. There are also a lot of parks in the area. The houses are built detached, which gives a lot of airiness and light, so it is a nice place for walks or running.",,"No parties
Building rules demand quiet from 10 pm till 7 am. Quiet does not exlude normal living sounds, such as children crying, taking a shower, watching tv.
Please do not wear outdoor shoes inside the house.","I am available by phone and email during your stay, and in case of emergency also in person.","Transportation
The best way to get over from the airport to the apartment is by I train. It is a 10-15 minute walk from the closest railway station Huopalahti to the apartment.
You can always use the taxi but it is a bit tricky since you have to agree on the price beforehand – they can charge you up to 100 euro if you do not do so. It is also hard to compare the different companies, since some charge by time, some by kilometer, some by time of day… If you decide to use the taxi, I would recommend Taksi Helsinki since they are the most reliable one. You can either agree on the price beforehand (via their app) or travel by meter. Either is fine. If you use Taksi Helsinki it should cost approximately 40 euros from the airport to the apartment.","It is just a 10 min train ride or a 15 min bus or tram ride to the center of the city (10 min walk to tram stop, bus stop across the street) and to the airport by train 30 min + 10 min walk to station.",,,
"SSA Spot Premium Apartment in Tikkurila, Vantaa",https://www.airbnb.com/rooms/28529075,86.0,nightly,86.0,Entire apartment,"Vantaa, Finland",1,,60.299,25.038,0.0,0.0,entire_home,3,"Pretty and well-equipped, in 2017 completed 2-room apartment in very good location. The apartment is furnished for three persons and there is a lot of amenities like coffee maker, cooking tools, microwave oven, hairdryer, iron and TV.

The apartment is located 800 m away from Tikkurila train station and shopping mall. For example the city center of Helsinki and the airport can be reached in ten minutes by train.","Free parking on premises,Elevator,Wifi,Kitchen,Hair dryer,Iron,Shampoo,TV,Washer,Hangers,Heating,Essentials,Laptop-friendly workspace,Hot water,Free street parking,Keypad,Private entrance,Long term stays allowed,Smoke alarm",12,95,10,10,10,9,9,8,5.0,95,"Pretty and well-equipped, in 2017 completed 2-room apartment in very good location. The apartment is furnished for three persons and there is a lot of amenities like coffee maker, cooking tools, microwave oven, hairdryer, iron and TV.

The apartment is located 800 m away from Tikkurila train station and shopping mall. For example the city center of Helsinki and the airport can be reached in ten minutes by train.

Im available via phone and email during your stay and i make sure that everything is okay.",,,Hiljaisuus kello 23 jälkeen.,Im available via phone and email during your stay and i make sure that everything is okay.,,,,,
Downtown glamorous beauty,https://www.airbnb.com/rooms/26627094,229.0,nightly,229.0,Entire apartment,"Helsinki, Finland",1,,60.17155,24.94493,0.0,0.0,entire_home,16,This is a glamorous 85 square meter apartment with two double beds. The bathroom is in the center and the spacious kitchen and dining room are next to the main bedroom creating an open space concept. The private bedroom has a double bed. At the end of the corridor you can find the middle room with a couch that transforms into a double bed and at the end is the bedroom with a bunk bed for two. That gives a total of 8 beds + 4 mattresses. Thick walls provide acoustic protection and silence Welcome,"Elevator,Wifi,Kitchen,Dryer,Hair dryer,Iron,TV,Washer,Hangers,Heating,Essentials,Laptop-friendly workspace,Hot water,Pocket wifi,Paid parking off premises,Paid parking on premises,Coffee maker,Cooking basics,Dishes and silverware,Dishwasher,Microwave,Refrigerator,Oven,Stove,Building staff,Private entrance,Bed linens,Extra pillows and blankets,Carbon monoxide alarm,Smoke alarm,First aid kit",198,98,10,10,10,10,10,10,5.0,98,"This is a glamorous 85 square meter apartment with two double beds. The bathroom is in the center and the spacious kitchen and dining room are next to the main bedroom creating an open space concept. The private bedroom has a double bed. At the end of the corridor you can find the middle room with a couch that transforms into a double bed and at the end is the bedroom with a bunk bed for two. That gives a total of 8 beds + 4 mattresses. Thick walls provide acoustic protection and silence Welcome

A part of the double beds there are available folding mattresses and inflatable mattresses for another four guests. There is also a baby bed and other baby items. The beds and mattresses are of high quality and offer a pleasant comfort for the guests. The living room couch can also be used for sleeping. There are duvets and duvet covers for everybody and three kinds of pillows, for all tastes. Just inform us before arrival about your specific needs and you will find everything ready. There is also a dog bed for the fury member of the family, as well as special dishes to serve the food and water.

If you arrive to Helsinki by plane you can reach the apartment by a direct train from the airport terminal at a cost of 5 euros. The trains takes about 30 minutes to arrive to the Main Railway Station in Helsinki. From there you can walk to the apartment in a couple of minutes. You can also take a bus, which leaves you at the Railway Square, also very close.
A taxi cab will charge you around 50 to 60 euros depending on what time you arrive. For groups of max. three persons I can provide personal pick up service 24 hours at 35 euros one way from the airport. 

If you come by boat from any of the three harbors you can take the tram 2,8 euros and get off at the Main Railway Station stop. Walk a couple of minutes and you are there.

If you come by bus from other cities in Finland and arrive to Kamppi bus station, you can take the underground from there to Helsinki University Metro Station (second stop) or walk about 10 minutes.

I always try to receive the guests personally and hand over the keys, after which I can be reached by phone or Airbnb page. My guests can always reach me if they have any specific questions about the stay.

This is a very quiet neighborhood in spite of being in the downtown area. In summer time different happenings and concerts are organized in the Kaisaniemi Park, which is next door. It is a very secure and safe area to go around even in late hours of the night. The regular inhabitants of the building are mostly elderly people who want to enjoy their retirement and a quiet life.

One of the best things about staying here is that everything is so close that you can get there on foot! If not, the buses, trains, cabs and metro are right next door. The best bars and restaurants and shopping malls are right here as well as the biggest movie houses and even the National Theater is in the next block. Parking a car can sometimes be challenging in the downtown area, that is why we a covered indoors parking lot at your disposal for an extra cost.

There are four important details about living in Finland:
1) Always take off your shoes when you enter into a home.
2) You must respect silence after 10 pm until 7 am and avoid music or loud speaking and laughing or using noisy appliances (blender). The neighbors easily call the police and they show up at once.
3) Keep your voice down also when circulating in general areas of the building.
4) The garbage must be left in the garbage shelter at the inside court yard only. The bottles and cans can be left in the pin inside the apartment for the recycling purpose.","This is a very quiet neighborhood in spite of being in the downtown area. In summer time different happenings and concerts are organized in the Kaisaniemi Park, which is next door. It is a very secure and safe area to go around even in late hours of the night. The regular inhabitants of the building are mostly elderly people who want to enjoy their retirement and a quiet life.","There are four important details about living in Finland:
1) Always take off your shoes when you enter into a home.
2) You must respect silence after 10 pm until 7 am and avoid music or loud speaking and laughing or using noisy appliances (blender). The neighbors easily call the police and they show up at once.
3) Keep your voice down also when circulating in general areas of the building.
4) The garbage must be left in the garbage shelter at the inside court yard only. The bottles and cans can be left in the pin inside the apartment for the recycling purpose.","- No shoes inside, smoking only inthe court yard area","I always try to receive the guests personally and hand over the keys, after which I can be reached by phone or Airbnb page. My guests can always reach me if they have any specific questions about the stay.","If you arrive to Helsinki by plane you can reach the apartment by a direct train from the airport terminal at a cost of 5 euros. The trains takes about 30 minutes to arrive to the Main Railway Station in Helsinki. From there you can walk to the apartment in a couple of minutes. You can also take a bus, which leaves you at the Railway Square, also very close.
A taxi cab will charge you around 50 to 60 euros depending on what time you arrive. For groups of max. three persons I can provide personal pick up service 24 hours at 35 euros one way from the airport. 

If you come by boat from any of the three harbors you can take the tram 2,8 euros and get off at the Main Railway Station stop. Walk a couple of minutes and you are there.

If you come by bus from other cities in Finland and arrive to Kamppi bus station, you can take the underground from there to Helsinki University Metro Station (second stop) or walk about 10 minutes.","One of the best things about staying here is that everything is so close that you can get there on foot! If not, the buses, trains, cabs and metro are right next door. The best bars and restaurants and shopping malls are right here as well as the biggest movie houses and even the National Theater is in the next block. Parking a car can sometimes be challenging in the downtown area, that is why we a covered indoors parking lot at your disposal for an extra cost.",,,
Downtown Majestic Beauty,https://www.airbnb.com/rooms/40676648,129.0,nightly,129.0,Entire apartment,"Helsinki, Finland",1,,60.17333,24.95121,0.0,0.0,entire_home,6,A great apartment fora short stay or even a longer visit.Very close to the University of Helsinki and public transportation means. Restaurants and bars are at a walking distance as well as the most important architectural gems of Helsinki.,"Elevator,Wifi,Kitchen,Dryer,Hair dryer,Iron,TV,Washer,Hangers,Heating,Essentials,Laptop-friendly workspace,Paid parking off premises,Coffee maker,Dishwasher,Microwave,Refrigerator,Stove,Private entrance,Luggage dropoff allowed,Long term stays allowed,Patio or balcony,Carbon monoxide alarm,Smoke alarm,First aid kit",10,96,10,10,10,10,10,10,5.0,96,A great apartment fora short stay or even a longer visit.Very close to the University of Helsinki and public transportation means. Restaurants and bars are at a walking distance as well as the most important architectural gems of Helsinki.,,,"No shoes inside the house
Silence between 10 pm and 7 am",,,,,,
Pretty two-room apartment in Hakunila,https://www.airbnb.com/rooms/35573305,52.0,nightly,52.0,Entire apartment,"Vantaa, Finland",1,,60.27985,25.10418,0.97,0.98,entire_home,3,"Cozy two-room apartment with open concept kitchen living room and recently renovated balcony. 

Apartment is located in peaceful area in Hakunila but still really close to shopping mall and grocery stores.","Wifi,Kitchen,Hair dryer,Iron,TV,Washer,Hangers,Heating,Essentials,Hot water,Dishes and silverware,Microwave,Refrigerator,Host greets you,Smoke alarm",17,95,10,10,9,10,9,9,5.0,95,"Cozy two-room apartment with open concept kitchen living room and recently renovated balcony. 

Apartment is located in peaceful area in Hakunila but still really close to shopping mall and grocery stores.

By bus
Helsinki center around 25 min, 
bus no 739 or 731N or 718 or 717 or 717A
Tikkurila around  15 min,
bus no 562

By car
airport about 15 min",,,"No shoes inside the aparment.

The apartment is partially in my own use and partially rented. Because of this there's still some of my personal stuff like clothes etc. in the apartment. Feel like home but please leave the stuff as they are.",,,"By bus
Helsinki center around 25 min, 
bus no 739 or 731N or 718 or 717 or 717A
Tikkurila around  15 min,
bus no 562

By car
airport about 15 min",,,
Totinen tölli Tapanilan takana,https://www.airbnb.com/rooms/33305338,105.0,nightly,105.0,Entire house,"Helsinki, Finland",1,,60.27213,25.04149,0.8,0.85,entire_home,4,"Kodikas ja harmoninen pikku mökki kaikilla mukavuuksilla 600 metriä Puistolan juna-asemalta. Miniatyyrimaailman Kämppi, egomanian parantaja, daunsiftauksen esikuva, pseudomökkiläisen märkä uni.
#BeeHappyHouse","Free parking on premises,Wifi,Kitchen,Indoor fireplace,Air conditioning,Hair dryer,Iron,Shampoo,TV,Washer,Hangers,Heating,Essentials,Hot water,Children’s books and toys,Coffee maker,Cooking basics,Dishes and silverware,Dishwasher,Microwave,Refrigerator,Oven,Stove,Keypad,Private entrance,Long term stays allowed,Bed linens,BBQ grill,Patio or balcony,Fire extinguisher,Smoke alarm,First aid kit",86,93,10,10,9,10,10,9,4.5,93,"Kodikas ja harmoninen pikku mökki kaikilla mukavuuksilla 600 metriä Puistolan juna-asemalta. Miniatyyrimaailman Kämppi, egomanian parantaja, daunsiftauksen esikuva, pseudomökkiläisen märkä uni.
#BeeHappyHouse

Tölli on maalaisromanttinen aikamatka viattomuuden ja puhtaan agraarikulttuurin pyörteisiin nykyaikaisin twistein. Tölli on yhdistelmä suomalais-ugrilaista hobittiasumista ja urbaania hifistelyä. Tilaihme jättää hyvän maun ja kevyen kaipauksen...
Keittiö on alkukantaisen pieni ja ahdas - opettaa arvostamaan avoimia tiloja.
Olohuone on ainut osa tölliä, missä on lokoisat tilat kölliä.
Makuuhuone on pienen tai erityisen nöyrän ystävä - jo rappusten yläpäästä on kumarrettava huoneen kruununjalokivelle, sängylle. Yläkerrassa on lisäksi linnantornia hyvällä mielikuvituksella etäisesti muistuttava vaatehuone, tyrmä tai lasten kammari.
Vessa, eteinen ja patio ovat perin tärkeitä, mutta kelpaavat paremman puutteessa eurojackpottia odotellessa...

Vieras voi käyttää talossa kaikkia paikkoja lukuunottamatta alapohjan ryömintätilaa.

Puhelin on, kuulemma, uusinta uutta kommunikaation alalla. Suosin sitä sähkeiden ja savumerkkien sijaan.

Mahtavaa. Aivan mahtavaa.

Helppo löytää Kehä Kolmoselta, Puistolan asema 5 minuutin kävelymatkan päässä, lentokentälle junalla 8 minuutissa !

Tölli on vuodelta 1931.",Mahtavaa. Aivan mahtavaa.,Tölli on vuodelta 1931.,,"Puhelin on, kuulemma, uusinta uutta kommunikaation alalla. Suosin sitä sähkeiden ja savumerkkien sijaan.",Vieras voi käyttää talossa kaikkia paikkoja lukuunottamatta alapohjan ryömintätilaa.,"Helppo löytää Kehä Kolmoselta, Puistolan asema 5 minuutin kävelymatkan päässä, lentokentälle junalla 8 minuutissa !",,,
Peaceful two-room-flat in an upscale district,https://www.airbnb.com/rooms/33382518,105.0,nightly,105.0,Entire condominium,"Helsingfors, Finland",1,,60.15745,24.95143,0.8,0.0,entire_home,4,"A peaceful and cozy apartment in thesouthern & central Helsinki.  The size of the apartment is 50 sqm and compromises a bedroom, spacious bathroom, living room and a kitchenette. There is also a balcony.  Bedroom has two  separate beds which  you can push together  into a double bed or pull apart. In the living room there is a pull-out sofa where two persons sleep comfortably.","Elevator,Wifi,Kitchen,Hair dryer,Iron,Shampoo,TV,Washer,Hangers,Heating,Essentials,Laptop-friendly workspace,Coffee maker,Dishes and silverware,Microwave,Private entrance,Carbon monoxide alarm,Smoke alarm",41,93,10,10,10,10,10,9,4.5,93,"A peaceful and cozy apartment in thesouthern & central Helsinki.  The size of the apartment is 50 sqm and compromises a bedroom, spacious bathroom, living room and a kitchenette. There is also a balcony.  Bedroom has two  separate beds which  you can push together  into a double bed or pull apart. In the living room there is a pull-out sofa where two persons sleep comfortably.

The location of this apartment, Ullanlinna,  is one of most desired neighbourhoods in Helsinki. It   is a quiet peninsula with stretches to the open sea and has marvelous sights. Kaivopuisto, the green oasis and the most well known park in Helsinki is on the doorstep. Majority of the buildings here represent the beautiful Art Nouveu style from early 1900´s. There are a few islands for a recreational use just across the area. They are easy to access by public transportation (boat) during  the summer. On winter you can walk there across a floating bridge.

The downtown and the pulsating city center is less than 2 km  away. It takes around 20 minutes to walk to or from the Central railway station. But there is no need to walk as the tram stop is close and you can also use a city bike from April to October. There are several cafés, restaurants and boutiques in the area too. Supermarket is next door.","The location of this apartment, Ullanlinna,  is one of most desired neighbourhoods in Helsinki. It   is a quiet peninsula with stretches to the open sea and has marvelous sights. Kaivopuisto, the green oasis and the most well known park in Helsinki is on the doorstep. Majority of the buildings here represent the beautiful Art Nouveu style from early 1900´s. There are a few islands for a recreational use just across the area. They are easy to access by public transportation (boat) during  the summer. On winter you can walk there across a floating bridge.",,"- Silent hour between 22-7
- Please take off your shoes inside",,,"The downtown and the pulsating city center is less than 2 km  away. It takes around 20 minutes to walk to or from the Central railway station. But there is no need to walk as the tram stop is close and you can also use a city bike from April to October. There are several cafés, restaurants and boutiques in the area too. Supermarket is next door.",,,
Central appartment Helsinki Kamppi,https://www.airbnb.com/rooms/43026916,48.0,nightly,48.0,Entire apartment,"Helsingfors, Finland",1,,60.16383,24.92686,0.95,0.95,entire_home,2,"Stay in the heart of Helsinki, the appartment is situated in the Kamppi /Hietalahti district, walking distance to all the landmarks, the the sea, shopping center, tram, metro and the coolest bars and restaurants in town. 

It is a large one bedroom appartment with a balcony, I would stay in the bedroom and you would stay in the living room . I am often working so you would have the feeling of being in a studio with your own privacy. 
Of course, I am always available and ready to help you.","Wifi,Kitchen,Iron,Shampoo,TV,Washer,Hangers,Heating,Essentials,Laptop-friendly workspace,Carbon monoxide alarm,Smoke alarm",0,,,,,,,,,,"Stay in the heart of Helsinki, the appartment is situated in the Kamppi /Hietalahti district, walking distance to all the landmarks, the the sea, shopping center, tram, metro and the coolest bars and restaurants in town. 

It is a large one bedroom appartment with a balcony, I would stay in the bedroom and you would stay in the living room . I am often working so you would have the feeling of being in a studio with your own privacy. 
Of course, I am always available and ready to help you.

Extremely spaciaous and fully equipped flat with an unbeatable location. You'll be in a central location surrounded by charming cafes, restaurants and bars. 
You would be staying in my large living room on a very comfortable sofa bed. As I am not spending much time at home, you would have the feeling of staying in your own studio.

I am usually working and  I am more than happy to help you plan your trip to Helsinki and make your stay easier.

Central location close to everything you need.

Everything is in the walking distance, the shopping center Kamppi, the central railway station, metro ... . 
However, there is also a bus and tram stop 1 min away from the appartment.",Central location close to everything you need.,,,I am usually working and  I am more than happy to help you plan your trip to Helsinki and make your stay easier.,,"Everything is in the walking distance, the shopping center Kamppi, the central railway station, metro ... . 
However, there is also a bus and tram stop 1 min away from the appartment.",,,
Harmonious studio for 3 in the center of center,https://www.airbnb.com/rooms/38371416,100.0,nightly,100.0,Entire apartment,"Helsingfors, Finland",1,,60.16639,24.92961,0.8,0.9,entire_home,3,"- Harmoniously decorated, light-toned studio accommodates max 3 persons on a double bed and comfy sofa bed.  Optimal for 2, but fits 3.
- Fully equipped; 40"" TV, free wifi, washing machine, fully equipped kitchen with dishwasher, coffee maker, kettle, toaster, oven, fridge...
- Complimentary coffee, tea and basic spices
- Fresh linen and towels
- Most central location, next to Kamppi Shopping Center!
- All public transportation options close
- For special arrangements, feel free to contact us","Elevator,Wifi,Kitchen,Air conditioning,Cable TV,Hair dryer,Iron,Shampoo,TV,Washer,Hangers,Heating,Essentials,Laptop-friendly workspace,Hot water,Crib,High chair,Pack ’n Play/travel crib,Room-darkening shades,Paid parking off premises,Coffee maker,Cooking basics,Dishes and silverware,Dishwasher,Microwave,Refrigerator,Oven,Stove,Smart lock,Long term stays allowed,Bed linens,Smoke alarm",4,100,10,10,10,10,10,10,5.0,100,"- Harmoniously decorated, light-toned studio accommodates max 3 persons on a double bed and comfy sofa bed.  Optimal for 2, but fits 3.
- Fully equipped; 40"" TV, free wifi, washing machine, fully equipped kitchen with dishwasher, coffee maker, kettle, toaster, oven, fridge...
- Complimentary coffee, tea and basic spices
- Fresh linen and towels
- Most central location, next to Kamppi Shopping Center!
- All public transportation options close
- For special arrangements, feel free to contact us",,,"Quiet hours from 10 pm to 7 am
Reservation terms: https://www.hvcapartments.com/reservation-terms",,,,,,
