name,url,price_rate,price_rate_type,total_price,room_and_property_type,location_title,min_nights,max_nights,latitude,longitude,monthly_price_factor,weekly_price_factor,room_type,person_capacity,summary,amenities,review_count,review_score,rating_accuracy,rating_checkin,rating_cleanliness,rating_communication,rating_location,rating_value,star_rating,satisfaction_guest,description,neighborhood_overview,notes,additional_house_rules,interaction,access,transit,response_rate,response_time,instant_book_possible
Spacious 5 Guest Apartment +Washing Machine + Wifi,https://www.airbnb.com/rooms/42224016,2444.0,monthly,12180.0,Entire apartment,"Helsinki, Finland",1,,60.17198,24.95712,0.5,0.75,entire_home,5,"This bright and spacious apartment is perfect for couples, families and smaller groups. It is located in the charming Kruununhaka district, which is embraced by the sea and close to some of the most noteworthy attractions of Helsinki. 
Central location with only a 10 min walk from the railway station. There is a tram stop just around the corner and a taxi stop in front of the house. The apartment's windows are all facing a quiet inner yard.","Elevator,Wifi,Kitchen,Dryer,Hair dryer,Iron,Shampoo,TV,Washer,Hangers,Heating,Essentials,Laptop-friendly workspace,Ethernet connection,Hot water,Room-darkening shades,Window guards,Paid parking off premises,Coffee maker,Cooking basics,Dishes and silverware,Dishwasher,Microwave,Refrigerator,Oven,Stove,Baking sheet,Lockbox,Private entrance,Long term stays allowed,Bed linens,Extra pillows and blankets,Shower gel,Carbon monoxide alarm,Smoke alarm,First aid kit",1,100,10,10,10,10,10,10,,100,"This bright and spacious apartment is perfect for couples, families and smaller groups. It is located in the charming Kruununhaka district, which is embraced by the sea and close to some of the most noteworthy attractions of Helsinki. 
Central location with only a 10 min walk from the railway station. There is a tram stop just around the corner and a taxi stop in front of the house. The apartment's windows are all facing a quiet inner yard.

**Due to Covid-19, extra precautions will be taken to ensure all guest a safe stay in the apartment.

•The apartment will be carefully disinfected on top of the regular, professional cleaning between each stay
•Self check-in and check-out
•The apartment will be empty two days in between guests**

This warm, bright and inviting apartment is located in the historical district of Kruununhaka. The house is a beautiful Art Nouveau house from 1910. The apartment is located on the second floor (elevator in the house), with all windows facing a very quiet courtyard. A relaxing stay can be guaranteed!

If you are a fan of historical architecture, this house is a true gem. The 3.20 m high ceilings throughout the apartment creates a spacious atmosphere. There is also a lot of natural light in this apartment thanks to the large windows. 

The apartment is equipped with a smart TV, great for those rainy days. The living room is very spacious, and it also perfect for a smaller group. There are two brand new sofa beds in the living room (can be used separately or put together as a 160 cm double bed). Additionally there is a sofa with an extra mattress, which can be used by a fifth person. 

The separate bedroom has a comfy 160 cm wide double bed with double set of pillows and organic cotton sheets. You will definitely sleep well in this bed!  
Plenty of storage for your belongings in the bedroom closet, which offers both hangers and shelf space for your clothes. If you're sensitive to light when sleeping, you can use the blackout curtain. There is a door between the living room and the bedroom that can be closed for privacy. 

The apartment has a fully equipped and modern kitchen. Cooking basics are provided (including oil, spices, salt and pepper), perfect if you want to prepare your own meal. The big dining table easily fits 6 people.  

Kitchen is equipped with:
•Washing machine
•Refrigerator
•Freezer
•Toaster, water boiler and a french press maker
•Induction stove
•Dishwasher
•Oven
•Microwave oven
•Cooking tools
•Cups, plates, bowls and all the cutleries you may need
•Coffee, tea, sugar, oil, spices etc.

The bathroom is well equipped and renovated a few years ago. It has a proper shower space, towel dryer and floor heating. You can store your personal items in the big mirror cabinet above the sink. In that same cabinet you will also find basic toiletries that you are welcome to use. Clean towels, hairdryer and shampoo is provided for all guests. The washing machine is located in the kitchen and the apartment has a clothing rack for drying your clothes. Washing detergent is provided for the guests. 
It is also possible to use the laundry room of the house (for free), in case you would like to use a bigger washing machine and a dryer.

The whole apartment is at your convenience to use.

You can always call, text or email me if you have any questions during or before your stay.

Kruununhaka (or Krunikka) is right by the downtown area but has its own distinct feeling, more quiet and calm. The area is very uniform architecturally and it is worthwhile to explore the old houses and the numerous antiques and second hand shops.
The neighbourhood is embraced by the sea and close to some of the most noteworthy attractions of Helsinki. It is a hideaway for historical buildings, local street-side stores, and a village-like atmosphere.

Excellent public transport in the area. Trams, local and long-distance busses pass by at the Kaisaniemenkatu street (two blocks away from the apartment). There is also a tram stop located just around the corner. Straight train connection to airport from the Central Railway Station, which is accessible with tram (or a 15-min walk). 

There is also a Taxi stop just in front of the house, so it is very easy to grab a taxi from the apartment. 

The streets around the apartment offer plenty of parking spaces for four euros per hour during weekdays. Parking is usually free of charge during nighttime (after 9 PM) and weekends.

•The house has a laundry room that can be used for free. The laundry room should be booked in advance before using it. Please note that the apartment has its own washing machine, but if you need a dryer you can book the laundry room. Let me know in case you are planning to use the laundry room.","Kruununhaka (or Krunikka) is right by the downtown area but has its own distinct feeling, more quiet and calm. The area is very uniform architecturally and it is worthwhile to explore the old houses and the numerous antiques and second hand shops.
The neighbourhood is embraced by the sea and close to some of the most noteworthy attractions of Helsinki. It is a hideaway for historical buildings, local street-side stores, and a village-like atmosphere.","•The house has a laundry room that can be used for free. The laundry room should be booked in advance before using it. Please note that the apartment has its own washing machine, but if you need a dryer you can book the laundry room. Let me know in case you are planning to use the laundry room.","•No shoes allowed in the apartment (Finnish custom)
•Quiet hours between 10pm-7am
•Not allowed to leave the dishwasher nor the washing machine on while you are not in the apartment, wait for the program to finish before you leave","You can always call, text or email me if you have any questions during or before your stay.",The whole apartment is at your convenience to use.,"Excellent public transport in the area. Trams, local and long-distance busses pass by at the Kaisaniemenkatu street (two blocks away from the apartment). There is also a tram stop located just around the corner. Straight train connection to airport from the Central Railway Station, which is accessible with tram (or a 15-min walk). 

There is also a Taxi stop just in front of the house, so it is very easy to grab a taxi from the apartment. 

The streets around the apartment offer plenty of parking spaces for four euros per hour during weekdays. Parking is usually free of charge during nighttime (after 9 PM) and weekends.",,,
Hip to be Square :),https://www.airbnb.com/rooms/3216557,1586.0,monthly,7904.0,Entire apartment,"Helsinki, Uusimaa, Finland",2,,60.18743,24.95242,0.65,0.85,entire_home,2,"Well located apartment in a vibrant and trendy Kallio. All services are nearby: shops, bars, coffee shops etc. City center is in a walking distance (2km) and public transportation works well in the area. Tram, subway and buses (also airport) are all very close.","Wifi,Kitchen,Hair dryer,Iron,Shampoo,Washer,Hangers,Heating,Essentials,Laptop-friendly workspace,Hot water,Pocket wifi,Paid parking off premises,Single level home,Coffee maker,Cooking basics,Dishes and silverware,Microwave,Refrigerator,Oven,Stove,Host greets you,Luggage dropoff allowed,Long term stays allowed,Bed linens,Extra pillows and blankets,Smoke alarm",69,98,10,10,10,10,10,10,5.0,98,"Well located apartment in a vibrant and trendy Kallio. All services are nearby: shops, bars, coffee shops etc. City center is in a walking distance (2km) and public transportation works well in the area. Tram, subway and buses (also airport) are all very close.

This used to be my home for half a decade so it is furnished as a real home, not as a sterile rental place. I know the area pretty well so use my knowledge about Kallio and Helsinki.

4th floor gives a beautiful view to the school yard with lots of trees and bay window gives a view along the street. Window is facing west so it´s a sunset side.

Layout of 25 m2 is designed very wisely so there is room for all necessary things including a washing machine, bar, desktop, leather armchair, audio system etc.

Internet is provided by the portable 4G wifi hotspot which you can take to the city and share your trip instantly. Helps also with navigating. Or you can also put the sim card in your own phone if you don't need to use your own phone number. 

I can provide 24"" computer display with HDMI-connection if needed.

Kitchen corner is fully equipped so you can prepare a breakfast and bigger meals as well. Coffee, tea and some basic spices and oil are provided.
- Water kettle
- Toaster
- Bialetti moka pot (stove top coffee maker)
- Ceramic coffee dripper
- Blender
- Rice cooker
- Huge electric parilla
- Small and large pot
- Cast iron frying pan
- Microwave oven
- Induction stove (old stove in the photos) / oven (with grill function)

Two persons can sleep in a double bed (120 cm) and I will bring additional matress (by request) for extra person or if two don´t want to sleep in the same bed.

Neighbours are generally pretty quiet people, but tram operates on the street which can cause trouble to a very sensitive sleeper. However it stops after midnight. Some bar noise can occur on weekends when people are wandering on the streets, but it does not affect much when windows are closed.

Do you have a late flight? No problem. If there are no one coming at the same day you can stay until evening. But if there are new guest checking in I have a locked storage in the attic where you can leave the luggages for the day and enjoy the city.

I am very reachable via airbnb app, phone, sms and whtsapp. Usually I will introduce the apartment and give general info about the area and try to answer to all your questions of Helsinki.

Kallio is considered the most lively part of Helsinki with cool hipsters and bohemians. Atmosphere is very relaxed even on weekdays and can get cheerful on weekend evenings. All facilities are within few minutes of walk: restaurants (also vegetarian), tens of bars, second hand shops, grocery stores etc. Area have three public saunas for authentic Finnish bathing experience. Three books about Finland and Helsinki helps you to make plans and enjoy your stay.

Straight tram connection to the Pasila fair center (Messukeskus).
Bus stop which connects to the airport is within 5 minutes walk and it takes only 10 minutes to get to the city center with tram, bus or metro.","Kallio is considered the most lively part of Helsinki with cool hipsters and bohemians. Atmosphere is very relaxed even on weekdays and can get cheerful on weekend evenings. All facilities are within few minutes of walk: restaurants (also vegetarian), tens of bars, second hand shops, grocery stores etc. Area have three public saunas for authentic Finnish bathing experience. Three books about Finland and Helsinki helps you to make plans and enjoy your stay.",,"Just treat my place the same way as your own :)

No smoking inside. We have small balconies in straircase where you can smoke so no need to go in the street.","I am very reachable via airbnb app, phone, sms and whtsapp. Usually I will introduce the apartment and give general info about the area and try to answer to all your questions of Helsinki.",Do you have a late flight? No problem. If there are no one coming at the same day you can stay until evening. But if there are new guest checking in I have a locked storage in the attic where you can leave the luggages for the day and enjoy the city.,"Straight tram connection to the Pasila fair center (Messukeskus).
Bus stop which connects to the airport is within 5 minutes walk and it takes only 10 minutes to get to the city center with tram, bus or metro.",,,
Tyylikäs tilava yksiö aivan keskustan tuntumassa,https://www.airbnb.com/rooms/42968344,1222.0,monthly,6088.0,Entire apartment,"Helsinki, Finland",30,,60.16611,24.93081,0.0,0.0,entire_home,2,,"Wifi,Kitchen,Dryer,Hair dryer,Iron,Shampoo,TV,Washer,Hangers,Heating,Essentials,Laptop-friendly workspace,Hot water,Private entrance,Fire extinguisher,Smoke alarm",0,,,,,,,,,,,,,,,,,,,
"SSA Spot Premium Apartment in Tikkurila, Vantaa",https://www.airbnb.com/rooms/28506738,3908.0,monthly,20373.0,Entire apartment,"Vantaa, Finland",1,,60.299,25.038,0.0,0.0,entire_home,3,"Pretty and well-equipped, in 2017 completed 2-room apartment in very good location. The apartment is furnished for three persons and there is a lot of amenities like coffee maker, cooking tools, microwave oven, hairdryer, iron and TV.

The apartment is located 800 m away from Tikkurila train station and shopping mall. For example the city center of Helsinki and the airport can be reached in ten minutes by train.","Free parking on premises,Elevator,Wifi,Kitchen,Hair dryer,Iron,Shampoo,TV,Washer,Hangers,Heating,Essentials,Laptop-friendly workspace,Hot water,Keypad,Private entrance,Long term stays allowed,Smoke alarm",9,91,10,10,9,9,10,9,4.5,91,"Pretty and well-equipped, in 2017 completed 2-room apartment in very good location. The apartment is furnished for three persons and there is a lot of amenities like coffee maker, cooking tools, microwave oven, hairdryer, iron and TV.

The apartment is located 800 m away from Tikkurila train station and shopping mall. For example the city center of Helsinki and the airport can be reached in ten minutes by train.

Im available via phone and email during your stay and i make sure that everything is okay.",,,Hiljaisuus kello 23 jälkeen.,Im available via phone and email during your stay and i make sure that everything is okay.,,,,,
Homeholiday,https://www.airbnb.com/rooms/43167472,4459.0,monthly,22294.0,Entire apartment,"Helsinki, Finland",1,,60.24081,24.96317,0.29,0.32,entire_home,16,Cozy and big apartment.,"Free parking on premises,Wifi,Kitchen,Dryer,Hair dryer,Iron,Shampoo,TV,Washer,Hangers,Heating,Essentials,Laptop-friendly workspace,Private entrance,Smoke alarm",0,,,,,,,,,,Cozy and big apartment.,,,,,,,,,
WELCOME HOME! (Entire Apart. 80 m2),https://www.airbnb.com/rooms/8980307,2086.0,monthly,10428.0,Entire apartment,"Helsinki, Vallila, Finland",1,,60.1974,24.95586,0.6,0.9,entire_home,5,"Specially for a family, couple, single, students, business & friends!
Well decorated, cozy, peaceful and comfortable. The neighborhood is very nice and quiet! Excellent public transportation, the stops, cafés, bars and supermarkets are very nearby!","Free parking on premises,Elevator,Wifi,Kitchen,Dryer,Shampoo,TV,Washer,Hangers,Heating,Essentials,Laptop-friendly workspace,Hot water,Children’s books and toys,Children’s dinnerware,Outlet covers,Pack ’n Play/travel crib,Room-darkening shades,Stair gates,Window guards,Paid parking on premises,Coffee maker,Cooking basics,Dishes and silverware,Dishwasher,Microwave,Refrigerator,Oven,Host greets you,Cleaning before checkout,Luggage dropoff allowed,Long term stays allowed,Patio or balcony,Fire extinguisher,Carbon monoxide alarm,Smoke alarm,First aid kit",36,89,9,10,9,10,9,9,4.5,89,"Specially for a family, couple, single, students, business & friends!
Well decorated, cozy, peaceful and comfortable. The neighborhood is very nice and quiet! Excellent public transportation, the stops, cafés, bars and supermarkets are very nearby!

Furnished, electricity and water, desktop, closet, kitchen utensils, laundry machine, dishwashing machine, internet connection Plus 200MB - 1000 Mbit/s Wi-Fi. All needs at the home!

- Room ( 1 Bouble bed, desktop, furniture & closet )
- Room ( 3 Beds, floor mattress, furniture, closet )
- Living room ( Sofas & coffee tables )
- Kitchen ( Dining table, kitchen utensils, dishwashing machine, microwave, coffee maker, toaster, electric water kettle, blender, etc! )
- Bathroom ( Shower, laundry machine, toilet, lavatory )
- Balcony ( Chairs, coffee table & ashtray )

Contact me by phone or email!

The neighborhood is very nice and quiet, all needs are nearby!

Excellent public transportation ( Buses, Trams , Trains , Metro and Taxis )
Well connected to the airport by buses FINNAIR and 615. The stations and stops are very nearby!

( Reittiopas - The best information about transport in Finland )

The apartment is very nice and well located, the supermarkets, cafés, restaurants, bars and public transportation are very nearby!","The neighborhood is very nice and quiet, all needs are nearby!","The apartment is very nice and well located, the supermarkets, cafés, restaurants, bars and public transportation are very nearby!","- Nice People! :-)

- You can not use this address for your stay, to send and receive post or information to third parties

- Please, give some water to the plants once a week ( Only for long stays )

- No shoes inside, please leave them inside at the aisle. This is a part of the Finnish culture ( The floors are heated, so you won't freeze )

- The apartment is situated in a block of flats, the nighttime calm of the neighbors must be respected after 21:00pm to 8:00am

- Not use the internet for illegal affairs, sites or piracy

- If you lose the key, you will have to pay € 80,00

- No extra guests without prior approval, please inform! 
( Extra guest € 20,00 )

- Not smoking inside, only in the balcony

- No illegal drugs

- No parties

- The apartment is to be returned tidy, with the dishes washed. Same as when you received it",Contact me by phone or email!,"- Room ( 1 Bouble bed, desktop, furniture & closet )
- Room ( 3 Beds, floor mattress, furniture, closet )
- Living room ( Sofas & coffee tables )
- Kitchen ( Dining table, kitchen utensils, dishwashing machine, microwave, coffee maker, toaster, electric water kettle, blender, etc! )
- Bathroom ( Shower, laundry machine, toilet, lavatory )
- Balcony ( Chairs, coffee table & ashtray )","Excellent public transportation ( Buses, Trams , Trains , Metro and Taxis )
Well connected to the airport by buses FINNAIR and 615. The stations and stops are very nearby!

( Reittiopas - The best information about transport in Finland )",,,
Spacious apartment with Scandinavian design,https://www.airbnb.com/rooms/22651284,10320.0,monthly,51597.0,Entire apartment,"Helsinki, Finland",2,,60.155,24.883,1.0,1.0,entire_home,4,Decoration of the apartment is very Scandinavian. Only bright tones used in the furniture. Apartment is spacious and there's everything you need for every day living. Garage can be used for guest car for free. There is a large sauna in the apartment.,"Free parking on premises,Wifi,Kitchen,Indoor fireplace,Air conditioning,Cable TV,Dryer,Hair dryer,Iron,Shampoo,TV,Washer,Hangers,Heating,Essentials,Laptop-friendly workspace,Hot water,Children’s books and toys,Room-darkening shades,Coffee maker,Cooking basics,Dishes and silverware,Dishwasher,Microwave,Refrigerator,Oven,Stove,Host greets you,Luggage dropoff allowed,Bed linens,Extra pillows and blankets,Patio or balcony,Beachfront,Carbon monoxide alarm,Smoke alarm,First aid kit",23,99,10,10,10,10,10,9,5.0,99,"Decoration of the apartment is very Scandinavian. Only bright tones used in the furniture. Apartment is spacious and there's everything you need for every day living. Garage can be used for guest car for free. There is a large sauna in the apartment.

One locker in the 2nd bedroom will be out of the guest use for my personal belongings. All the other cabinets are for the guests to use.

Sometimes I might not get to meet with guests. On those occasions I have agreed with my associate that she will be welcoming the guests. Both of us are also happy to help you with any issues during your stay here in Helsinki.

Metro station is less than 1km from the apartment. There is also bus going every 10 minutes to the city center of Helsinki right in front of the building.

The building where the apartment is located was build in 2016. Everything is very fresh and clean. Soundproofing in the apartment is great. You never hear the cars or the neighbors.",,The building where the apartment is located was build in 2016. Everything is very fresh and clean. Soundproofing in the apartment is great. You never hear the cars or the neighbors.,,Sometimes I might not get to meet with guests. On those occasions I have agreed with my associate that she will be welcoming the guests. Both of us are also happy to help you with any issues during your stay here in Helsinki.,One locker in the 2nd bedroom will be out of the guest use for my personal belongings. All the other cabinets are for the guests to use.,Metro station is less than 1km from the apartment. There is also bus going every 10 minutes to the city center of Helsinki right in front of the building.,,,
"Perfect location, 2 rooms",https://www.airbnb.com/rooms/27524461,2193.0,monthly,10965.0,Entire apartment,"Helsinki, Finland",7,,60.16222,24.94599,0.7,0.85,entire_home,2,It’s a full furnished apartment which I’m living myself here . Anything you need apartment has it ( except I don’t have microwave),"Elevator,Kitchen,Cable TV,Iron,Shampoo,TV,Washer,Hangers,Heating,Essentials,Hot water,Paid parking off premises,Paid parking on premises,Coffee maker,Cooking basics,Dishes and silverware,Dishwasher,Microwave,Refrigerator,Host greets you,Bed linens,Extra pillows and blankets,Smoke alarm",2,40,6,10,4,10,10,4,,40,"It’s a full furnished apartment which I’m living myself here . Anything you need apartment has it ( except I don’t have microwave)

It is perfect location between railway station and Kaivopuisto which where is sea side . Basically you don’t even need to use public transportation if you are not planing to go far distance.

Front of house you can park your car anywhere but it’s working with parking tickets which easily get from parking automats. Taxi and bus is going near streets which is 30m walks.",It is perfect location between railway station and Kaivopuisto which where is sea side . Basically you don’t even need to use public transportation if you are not planing to go far distance.,,Dirty Dishes will charge extra 15€ to if you want that I clean .,,,Front of house you can park your car anywhere but it’s working with parking tickets which easily get from parking automats. Taxi and bus is going near streets which is 30m walks.,,,
"SSA Spot Premium Apartment in Tikkurila, Vantaa",https://www.airbnb.com/rooms/28527840,3927.0,monthly,19635.0,Entire apartment,"Vantaa, Finland",1,,60.299,25.038,0.0,0.0,entire_home,3,"Pretty and well-equipped, in 2017 completed 2-room apartment in very good location. The apartment is furnished for three persons and there is a lot of amenities like coffee maker, cooking tools, microwave oven, hairdryer, iron and TV.

The apartment is located 800 m away from Tikkurila train station and shopping mall. For example the city center of Helsinki and the airport can be reached in ten minutes by train.","Free parking on premises,Elevator,Wifi,Kitchen,Hair dryer,Iron,Shampoo,TV,Washer,Hangers,Heating,Essentials,Laptop-friendly workspace,Hot water,Free street parking,Keypad,Private entrance,Long term stays allowed,Smoke alarm",5,72,8,8,9,7,8,8,3.5,72,"Pretty and well-equipped, in 2017 completed 2-room apartment in very good location. The apartment is furnished for three persons and there is a lot of amenities like coffee maker, cooking tools, microwave oven, hairdryer, iron and TV.

The apartment is located 800 m away from Tikkurila train station and shopping mall. For example the city center of Helsinki and the airport can be reached in ten minutes by train.

Im available via phone and email during your stay and i make sure that everything is okay.",,,Hiljaisuus kello 23 jälkeen.,Im available via phone and email during your stay and i make sure that everything is okay.,,,,,
"Lavers, viihtyisä kaksio lähellä luontoa!",https://www.airbnb.com/rooms/24550344,1809.0,monthly,9043.0,Entire guesthouse,"Siuntio, Finland",1,,60.10884,24.2394,0.8,0.9,entire_home,2,"Kaksio (mh, oh ja keittiö, suihku ja erillinen wc) kahdessa kerroksessa, ei sovellu liikuntarajoitteisille. Lemmikkieläimet tervetulleita.","Free parking on premises,Kitchen,Air conditioning,TV,Washer,Heating,Essentials,Hot water,Coffee maker,Cooking basics,Dishes and silverware,Dishwasher,Refrigerator,Oven,Stove,Private entrance,Bed linens,Patio or balcony,Carbon monoxide alarm,Smoke alarm",0,,,,,,,,,,"Kaksio (mh, oh ja keittiö, suihku ja erillinen wc) kahdessa kerroksessa, ei sovellu liikuntarajoitteisille. Lemmikkieläimet tervetulleita.

Asunto sijaitsee osana isompaa kiinteistöä. Asumme samassa kiinteistössä ja verstaani Verhoomo Ornamento sijaitsee myös tässä. Olemme aika lailla luonnon helmassa hiekkatien varrella. Siuntion asemalle matkaa on kolme kilometriä. Päästäksesi meille tarvitset auton, moottoripyörän tai polkupyörän - julkinen liikenne on melko onnetonta.

Minulle voi soittaa jos ja kun on kysyttävää.

Olemme Kuninkaantien varrella ja lähellä Kantatie 51:stä. Lähellä kaunis merenranta  ja Kopparnäs, Siuntion Golf kenttä ja kaunis Fiskars sekä Mustion linna. Vieraillaksesi niissä tarvitset oman kulkuneuvon.","Olemme Kuninkaantien varrella ja lähellä Kantatie 51:stä. Lähellä kaunis merenranta  ja Kopparnäs, Siuntion Golf kenttä ja kaunis Fiskars sekä Mustion linna. Vieraillaksesi niissä tarvitset oman kulkuneuvon.",,,Minulle voi soittaa jos ja kun on kysyttävää.,,,,,
"SSA Spot Premium Apartment in Tikkurila, Vantaa",https://www.airbnb.com/rooms/28506215,3927.0,monthly,19635.0,Entire apartment,"Vantaa, Finland",1,,60.299,25.038,0.0,0.0,entire_home,3,"Pretty and well-equipped, in 2017 completed 2-room apartment in very good location. The apartment is furnished for three persons and there is a lot of amenities like coffee maker, cooking tools, microwave oven, hairdryer, iron and TV.

The apartment is located 800 m away from Tikkurila train station and shopping mall. For example the city center of Helsinki and the airport can be reached in ten minutes by train.","Free parking on premises,Elevator,Wifi,Kitchen,Hair dryer,Iron,Shampoo,TV,Washer,Hangers,Heating,Essentials,Laptop-friendly workspace,Hot water,Free street parking,Keypad,Private entrance,Long term stays allowed,Smoke alarm",7,80,8,9,9,9,9,7,4.0,80,"Pretty and well-equipped, in 2017 completed 2-room apartment in very good location. The apartment is furnished for three persons and there is a lot of amenities like coffee maker, cooking tools, microwave oven, hairdryer, iron and TV.

The apartment is located 800 m away from Tikkurila train station and shopping mall. For example the city center of Helsinki and the airport can be reached in ten minutes by train.

Im available via phone and email during your stay and i make sure that everything is okay.",,,Hiljaisuus kello 23 jälkeen.,Im available via phone and email during your stay and i make sure that everything is okay.,,,,,
Terraced house in Vantaa,https://www.airbnb.com/rooms/41471829,5523.0,monthly,27522.0,Entire apartment,"Vantaa, Finland",8,,60.36224,25.09445,0.0,0.0,entire_home,4,"60 m2 apartment, heated floor, sauna for 4 people.","Free parking on premises,Wifi,Kitchen,Hair dryer,Iron,Shampoo,TV,Washer,Hangers,Heating,Essentials,Laptop-friendly workspace,Hot water,Carbon monoxide alarm,Smoke alarm,First aid kit",0,,,,,,,,,,"60 m2 apartment, heated floor, sauna for 4 people.",,,,,,,,,
Penthouse design apartment,https://www.airbnb.com/rooms/10093010,14399.0,monthly,71756.0,Entire condominium,"Helsinki, Finland",2,,60.17284,24.9589,0.85,0.95,entire_home,5,Luxurious 3 bedroom apartment with a open sea view.  One of the oldest buildings in Helsinki totally renovated apartment. Balcony. Fireplace. Lift. Few minutes walk to city center.  Quiet top floor apartment in peaceful  neighborhood. Own spacious Sauna.  Finnish design and art combined  Italian design eg. Dada kitchen. Free parking. .Was a private residency of Finland's former president.,"Elevator,Wifi,Kitchen,Indoor fireplace,Cable TV,Dryer,Hair dryer,Iron,Shampoo,TV,Washer,Hangers,Heating,Essentials,Laptop-friendly workspace,Hot water,Room-darkening shades,Paid parking off premises,Paid parking on premises,Single level home,Coffee maker,Cooking basics,Dishes and silverware,Dishwasher,Microwave,Refrigerator,Oven,Stove,Host greets you,Luggage dropoff allowed,Long term stays allowed,Bed linens,Extra pillows and blankets,Patio or balcony,Smoke alarm",14,100,10,10,10,10,10,10,5.0,100,"Luxurious 3 bedroom apartment with a open sea view.  One of the oldest buildings in Helsinki totally renovated apartment. Balcony. Fireplace. Lift. Few minutes walk to city center.  Quiet top floor apartment in peaceful  neighborhood. Own spacious Sauna.  Finnish design and art combined  Italian design eg. Dada kitchen. Free parking. .Was a private residency of Finland's former president.

Apartment with high ceilings (3,5 meters). Recently renovated flat in a historical building (from 1890's). Furniture and kitchen Italian Molteni design, Gaggenau kitchen appliances. Scavolini bathroom.

Kruununhaka is old area next to the harbour and the center, when Helsinki was moved from the earlier location in the mid-1660s. From the very beginning, the residents included city and state officials.

Many buildings of the University of Helsinki are also situated in Kruununhaka. The area has become known for its vintage shops.

Located minutes walk from city center. 
Tram: 300 meters 
Metro:  800 meters","Kruununhaka is old area next to the harbour and the center, when Helsinki was moved from the earlier location in the mid-1660s. From the very beginning, the residents included city and state officials.

Many buildings of the University of Helsinki are also situated in Kruununhaka. The area has become known for its vintage shops.",,,,,"Located minutes walk from city center. 
Tram: 300 meters 
Metro:  800 meters",,,
Modern and cosy countryside home,https://www.airbnb.com/rooms/41339225,6904.0,monthly,34402.0,Entire house,"Kirkkonummi, Finland",2,,60.19671,24.32274,0.0,0.0,entire_home,6,"Idyllic and cosy countryside home with all modern amenities at your disposal. Built 3 years ago, this spacious nordic home is close to nature and offers a quick get-away in just a 45-minute drive from Helsinki. Enjoy the silence of the countryside or take a walk in the forest. 

This is a family home in a child-friendly environment. Books, toys and outdoor playing equipment are available for your convenience.
The big terrace offers the possibility for a barbecue och just enjoying the sunshine.","Free parking on premises,Wifi,Kitchen,Indoor fireplace,Dryer,Hair dryer,Iron,TV,Washer,Hangers,Heating,Essentials,Laptop-friendly workspace,Stove,Private entrance,Fire extinguisher,Carbon monoxide alarm,Smoke alarm,First aid kit",0,,,,,,,,,,"Idyllic and cosy countryside home with all modern amenities at your disposal. Built 3 years ago, this spacious nordic home is close to nature and offers a quick get-away in just a 45-minute drive from Helsinki. Enjoy the silence of the countryside or take a walk in the forest. 

This is a family home in a child-friendly environment. Books, toys and outdoor playing equipment are available for your convenience.
The big terrace offers the possibility for a barbecue och just enjoying the sunshine.

250 m2 house with two bathrooms, a fireplace and a fully equipped kitchen. The big windows give you an exquisite closeness to nature. Pets are welcome to stay here, since we have a cat ourselves.

I will be available for you during your stay and can help you with both practical questions as well as ideas for activities in the vicinity.

Teresa’s place is located in Kirkkonummi, Finland.
Evitskog is a beautiful and quiet village. The nearest supermarkets are in Kirkkonummi, 15 km away. You will find smaller shops in Siuntio 10 km away.
There are numerous opportunities for horse riding and the lakes nearby offer the possibility for a swim.

You’ll need your own car for getting around, since this is the real finnish countryside","Teresa’s place is located in Kirkkonummi, Finland.
Evitskog is a beautiful and quiet village. The nearest supermarkets are in Kirkkonummi, 15 km away. You will find smaller shops in Siuntio 10 km away.
There are numerous opportunities for horse riding and the lakes nearby offer the possibility for a swim.",,,I will be available for you during your stay and can help you with both practical questions as well as ideas for activities in the vicinity.,,"You’ll need your own car for getting around, since this is the real finnish countryside",,,
